Datetime,Open,High,Low,Close,Adj Close,Volume
2023-08-14 09:30:00-04:00,150.99000549316406,150.99000549316406,150.86000061035156,150.86000061035156,150.86000061035156,45067
2023-08-14 09:32:00-04:00,150.8000030517578,150.9199981689453,150.8000030517578,150.86000061035156,150.86000061035156,18280
2023-08-14 09:34:00-04:00,150.8699951171875,150.99000549316406,150.8699951171875,150.9199981689453,150.9199981689453,19918
2023-08-14 09:36:00-04:00,150.88999938964844,150.9199981689453,150.74000549316406,150.74000549316406,150.74000549316406,18713
2023-08-14 09:38:00-04:00,150.74000549316406,150.86000061035156,150.74000549316406,150.7899932861328,150.7899932861328,14992
2023-08-14 09:40:00-04:00,150.80999755859375,150.8800048828125,150.77000427246094,150.77000427246094,150.77000427246094,13464
2023-08-14 09:42:00-04:00,150.75999450683594,150.77000427246094,150.64999389648438,150.64999389648438,150.64999389648438,36321
2023-08-14 09:44:00-04:00,150.6300048828125,150.68499755859375,150.60000610351562,150.64999389648438,150.64999389648438,19132
2023-08-14 09:46:00-04:00,150.63999938964844,150.66000366210938,150.5399932861328,150.5500030517578,150.5500030517578,26069
2023-08-14 09:48:00-04:00,150.52999877929688,150.52999877929688,150.4499969482422,150.50999450683594,150.50999450683594,28553
2023-08-14 09:50:00-04:00,150.52000427246094,150.6649932861328,150.49000549316406,150.66000366210938,150.66000366210938,24749
2023-08-14 09:52:00-04:00,150.66000366210938,150.67999267578125,150.55990600585938,150.55999755859375,150.55999755859375,23225
2023-08-14 09:54:00-04:00,150.5500030517578,150.55999755859375,150.49000549316406,150.52999877929688,150.52999877929688,57449
2023-08-14 09:56:00-04:00,150.50999450683594,150.60499572753906,150.49000549316406,150.60000610351562,150.60000610351562,16432
2023-08-14 09:58:00-04:00,150.58999633789062,150.66000366210938,150.56500244140625,150.63499450683594,150.63499450683594,11864
2023-08-14 10:00:00-04:00,150.6300048828125,150.64999389648438,150.57000732421875,150.63999938964844,150.63999938964844,16117
2023-08-14 10:02:00-04:00,150.67999267578125,150.6999969482422,150.58999633789062,150.6199951171875,150.6199951171875,20242
2023-08-14 10:04:00-04:00,150.61000061035156,150.6999969482422,150.60000610351562,150.66000366210938,150.66000366210938,21918
2023-08-14 10:06:00-04:00,150.67999267578125,150.7550048828125,150.67999267578125,150.72000122070312,150.72000122070312,14840
2023-08-14 10:08:00-04:00,150.72999572753906,150.77000427246094,150.67990112304688,150.75999450683594,150.75999450683594,32332
2023-08-14 10:10:00-04:00,150.75999450683594,150.7899932861328,150.69500732421875,150.7801055908203,150.7801055908203,11241
2023-08-14 10:12:00-04:00,150.77000427246094,150.88499450683594,150.77000427246094,150.82000732421875,150.82000732421875,20878
2023-08-14 10:14:00-04:00,150.7899932861328,150.82000732421875,150.77000427246094,150.77999877929688,150.77999877929688,3604
2023-08-14 10:16:00-04:00,150.7550048828125,150.77000427246094,150.71499633789062,150.77000427246094,150.77000427246094,12367
2023-08-14 10:18:00-04:00,150.77000427246094,150.8000030517578,150.75,150.7698974609375,150.7698974609375,8479
2023-08-14 10:20:00-04:00,150.75999450683594,150.84609985351562,150.72000122070312,150.77000427246094,150.77000427246094,6340
2023-08-14 10:22:00-04:00,150.77000427246094,150.7899932861328,150.7100067138672,150.75999450683594,150.75999450683594,12383
2023-08-14 10:24:00-04:00,150.75999450683594,150.85000610351562,150.75,150.8300018310547,150.8300018310547,7123
2023-08-14 10:26:00-04:00,150.82009887695312,150.82009887695312,150.74000549316406,150.77999877929688,150.77999877929688,23110
2023-08-14 10:28:00-04:00,150.8000030517578,150.8350067138672,150.7100067138672,150.75,150.75,15957
2023-08-14 10:30:00-04:00,150.76499938964844,150.80999755859375,150.75,150.77999877929688,150.77999877929688,6092
2023-08-14 10:32:00-04:00,150.77000427246094,150.7899932861328,150.75,150.77999877929688,150.77999877929688,6004
2023-08-14 10:34:00-04:00,150.82000732421875,150.8699951171875,150.7949981689453,150.84500122070312,150.84500122070312,15839
2023-08-14 10:36:00-04:00,150.83999633789062,150.97000122070312,150.80499267578125,150.94000244140625,150.94000244140625,48115
2023-08-14 10:38:00-04:00,150.92999267578125,150.92999267578125,150.8300018310547,150.91000366210938,150.91000366210938,24310
2023-08-14 10:40:00-04:00,150.8800048828125,150.88999938964844,150.86000061035156,150.88999938964844,150.88999938964844,9666
2023-08-14 10:42:00-04:00,150.89999389648438,150.97999572753906,150.89999389648438,150.97999572753906,150.97999572753906,16411
2023-08-14 10:44:00-04:00,150.9600067138672,150.97999572753906,150.93499755859375,150.94500732421875,150.94500732421875,10877
2023-08-14 10:46:00-04:00,150.9499969482422,150.9499969482422,150.9084930419922,150.92930603027344,150.92930603027344,6174
2023-08-14 10:48:00-04:00,150.92999267578125,150.97999572753906,150.92999267578125,150.94000244140625,150.94000244140625,4282
2023-08-14 10:50:00-04:00,150.94000244140625,150.9949951171875,150.89999389648438,150.99000549316406,150.99000549316406,5349
2023-08-14 10:52:00-04:00,151.0,151.05999755859375,151.0,151.0500030517578,151.0500030517578,39452
2023-08-14 10:54:00-04:00,151.05499267578125,151.05999755859375,151.00999450683594,151.02000427246094,151.02000427246094,7161
2023-08-14 10:56:00-04:00,150.99000549316406,150.99000549316406,150.93870544433594,150.93870544433594,150.93870544433594,4652
2023-08-14 10:58:00-04:00,150.93600463867188,150.96499633789062,150.91000366210938,150.96499633789062,150.96499633789062,5038
2023-08-14 11:00:00-04:00,150.97999572753906,150.99000549316406,150.9499969482422,150.9499969482422,150.9499969482422,5457
2023-08-14 11:02:00-04:00,150.9600067138672,150.97000122070312,150.9199981689453,150.92999267578125,150.92999267578125,4286
2023-08-14 11:04:00-04:00,150.93499755859375,150.99000549316406,150.8800048828125,150.89999389648438,150.89999389648438,35631
2023-08-14 11:06:00-04:00,150.8800048828125,150.89999389648438,150.8699951171875,150.89999389648438,150.89999389648438,15017
2023-08-14 11:08:00-04:00,150.8699951171875,150.94000244140625,150.8699951171875,150.9199981689453,150.9199981689453,4567
2023-08-14 11:10:00-04:00,150.9199981689453,150.9199981689453,150.88499450683594,150.88999938964844,150.88999938964844,7982
2023-08-14 11:12:00-04:00,150.8800048828125,150.9199981689453,150.86500549316406,150.91000366210938,150.91000366210938,7017
2023-08-14 11:14:00-04:00,150.91000366210938,150.91000366210938,150.86000061035156,150.91000366210938,150.91000366210938,18304
2023-08-14 11:16:00-04:00,150.9199981689453,150.94000244140625,150.89999389648438,150.93499755859375,150.93499755859375,10737
2023-08-14 11:18:00-04:00,150.94000244140625,150.95770263671875,150.9199981689453,150.94000244140625,150.94000244140625,10489
2023-08-14 11:20:00-04:00,150.94000244140625,150.97999572753906,150.94000244140625,150.97999572753906,150.97999572753906,11657
2023-08-14 11:22:00-04:00,150.99000549316406,151.0399932861328,150.97000122070312,151.0,151.0,10742
2023-08-14 11:24:00-04:00,150.99000549316406,150.9990997314453,150.94500732421875,150.94790649414062,150.94790649414062,8335
2023-08-14 11:26:00-04:00,150.94000244140625,151.00999450683594,150.92999267578125,150.9600067138672,150.9600067138672,13337
2023-08-14 11:28:00-04:00,150.9499969482422,151.00999450683594,150.9499969482422,151.0,151.0,14826
2023-08-14 11:30:00-04:00,151.02000427246094,151.02999877929688,150.99000549316406,150.99000549316406,150.99000549316406,26089
2023-08-14 11:32:00-04:00,151.00999450683594,151.02000427246094,150.97500610351562,150.99000549316406,150.99000549316406,7188
2023-08-14 11:34:00-04:00,150.97999572753906,151.00999450683594,150.9499969482422,151.00039672851562,151.00039672851562,16723
2023-08-14 11:36:00-04:00,151.02000427246094,151.02000427246094,150.97000122070312,151.02000427246094,151.02000427246094,6922
